Sample_ID,Sample_Type,Type,Raw_Yield(G),Raw_Reads_Num(M),Raw_Q30,Raw_Q20,Raw_GC,Clean_Yield(G),Clean_Reads_Num(M),Clean_Q30,Clean_Q20,Clean_GC,Effective,Insert_Size_Peak(bp),V_primer_percent,J_primer_percent,merge_rate,clone_reads_ratio
HPLXTCR13777,gdna,Healthy,4.31,28.72,92.58,97.04,55.83,3.59,28.52,94.3,98.04,56.0,83.43,119,93.48,94.29,0.94,0.809
HPLXTCR13778,gdna,Healthy,4.33,28.87,92.48,97.04,55.7,3.57,28.66,93.94,97.84,56.2,82.37,146,94.12,94.68,0.94,0.821
HPLXTCR13779,gdna,Healthy,3.9,26.0,92.98,97.24,55.93,3.19,25.76,94.47,98.06,56.42,81.75,119,93.69,94.55,0.94,0.819
HPLXTCR13780,gdna,Healthy,4.46,29.76,93.12,97.34,55.91,3.67,29.54,94.53,98.12,56.2,82.31,108,93.01,94.49,0.94,0.805
HPLXTCR13781,gdna,Healthy,5.83,38.86,92.96,97.28,55.95,4.85,38.59,94.35,98.04,56.4,83.2,125,94.02,94.67,0.95,0.818
HPLXTCR13782,gdna,Healthy,4.21,28.07,92.83,97.19,55.47,3.43,27.87,94.38,98.04,55.97,81.4,113,93.95,94.94,0.95,0.821
HPLXTCR13783,gdna,Healthy,4.24,28.26,92.99,97.28,55.97,3.47,28.07,94.5,98.12,56.32,81.9,117,93.39,94.5,0.93,0.806
HPLXTCR13784,gdna,Healthy,5.1,34.01,93.17,97.35,55.51,4.2,33.77,94.71,98.2,55.81,82.36,113,93.68,94.34,0.94,0.814
HPLXTCR13785,gdna,Healthy,4.99,33.27,93.13,97.31,55.86,3.99,33.04,94.88,98.25,56.47,79.93,110,94.19,94.69,0.96,0.822
HPLXTCR13786,gdna,Healthy,4.58,30.56,93.19,97.37,55.65,3.75,30.29,94.6,98.16,56.21,81.78,102,94.52,94.82,0.95,0.825
HPLXTCR13787,gdna,Healthy,5.04,33.59,92.91,97.22,55.74,4.12,33.33,94.54,98.12,56.25,81.81,121,94.56,94.8,0.96,0.822
HPLXTCR13788,gdna,Healthy,3.81,25.42,93.0,97.29,55.79,3.15,25.24,94.55,98.14,56.22,82.7,144,94.29,94.7,0.94,0.821
HPLXTCR13789,gdna,Healthy,3.57,23.79,92.31,96.99,55.46,3.07,23.62,93.47,97.66,55.66,85.9,150,94.24,94.78,0.95,0.817
HPLXTCR13790,gdna,Healthy,3.79,25.25,93.02,97.31,55.44,3.14,25.08,94.53,98.15,55.78,82.99,106,93.95,94.58,0.93,0.817
HPLXTCR13791,gdna,Healthy,4.64,30.96,93.18,97.39,55.73,3.85,30.75,94.57,98.14,56.18,82.9,132,94.1,94.82,0.95,0.821
HPLXTCR13792,gdna,Healthy,4.95,33.01,93.68,97.64,55.01,4.04,32.81,94.96,98.32,55.44,81.48,111,94.41,94.81,0.95,0.826
HPLXTCR13769,gdna,Healthy,5.22,34.81,93.49,97.51,55.79,4.31,34.59,94.76,98.19,56.19,82.53,113,94.47,94.89,0.94,0.823
HPLXTCR13767,gdna,Healthy,4.55,30.33,93.26,97.38,55.62,3.68,30.13,94.78,98.21,55.96,80.82,144,93.84,94.63,0.94,0.815
HPLXTCR05305,gdna,Healthy,6.82,45.45,93.41,97.42,55.22,5.48,45.07,94.52,98.07,55.67,80.36,144,94.0,93.41,0.93,0.798
HPLXTCR13766,gdna,Healthy,4.55,30.33,93.38,97.46,55.16,3.72,30.14,94.67,98.16,55.5,81.68,162,93.93,94.92,0.95,0.817
HPLXTCR05307,gdna,Healthy,5.84,38.94,93.76,97.61,55.42,4.75,38.65,94.67,98.16,56.05,81.36,141,94.56,93.45,0.95,0.809
HPLXTCR05308,gdna,Healthy,6.08,40.56,93.76,97.6,55.41,4.88,40.26,94.9,98.26,55.98,80.16,104,94.15,93.45,0.95,0.808
HPLXTCR05309,gdna,Healthy,6.31,42.07,93.74,97.59,55.15,5.04,41.73,94.91,98.26,55.75,79.94,116,94.63,93.64,0.96,0.811
HPLXTCR05310,gdna,Healthy,6.98,46.55,93.92,97.68,55.07,5.54,46.21,95.05,98.32,55.66,79.39,120,94.41,93.59,0.96,0.807
HPLXTCR05311,gdna,Healthy,6.96,46.37,94.0,97.72,55.11,5.51,46.04,95.21,98.4,55.64,79.24,111,94.3,93.6,0.96,0.805
HPLXTCR05312,gdna,Healthy,6.63,44.2,93.96,97.7,54.96,5.3,43.87,95.03,98.31,55.57,79.96,114,94.54,93.51,0.96,0.809
HPLXTCR05313,gdna,Healthy,6.19,41.24,93.49,97.44,55.06,4.97,40.92,94.65,98.15,55.43,80.32,144,94.0,93.52,0.95,0.802
HPLXTCR05314,gdna,Healthy,5.89,39.3,93.66,97.52,55.39,4.86,39.04,95.04,98.34,55.82,82.47,138,94.07,93.12,0.95,0.791
HPLXTCR05315,gdna,Healthy,6.69,44.58,93.73,97.57,54.82,5.24,44.27,95.03,98.31,55.48,78.38,104,94.8,93.62,0.96,0.81
HPLXTCR05316,gdna,Healthy,6.22,41.45,93.73,97.56,55.07,4.98,41.14,94.95,98.29,55.47,80.03,107,94.0,93.34,0.95,0.802
HPLXTCR05317,gdna,Healthy,6.28,41.88,93.77,97.57,55.09,5.0,41.57,95.0,98.29,55.62,79.57,119,94.51,93.41,0.96,0.808
HPLXTCR05318,gdna,Healthy,5.41,36.06,93.67,97.57,55.03,4.35,35.8,94.87,98.26,55.53,80.4,106,94.4,93.43,0.95,0.807
HPLXTCR05319,gdna,Healthy,5.76,38.37,93.78,97.59,55.2,4.55,38.1,95.01,98.3,55.79,79.01,104,94.21,93.49,0.96,0.802
HPLXTCR05320,gdna,Healthy,6.88,45.89,93.64,97.5,54.98,5.39,45.55,94.95,98.26,55.52,78.35,106,94.54,93.64,0.97,0.805
HPLXTCR05321,gdna,Healthy,6.02,40.16,93.43,97.44,55.31,4.95,39.81,94.46,98.06,55.71,82.25,108,94.2,93.39,0.94,0.791
HPLXTCR05322,gdna,Healthy,6.57,43.8,93.67,97.55,55.01,5.37,43.43,94.76,98.21,55.32,81.79,105,94.02,93.3,0.94,0.8
HPLXTCR05323,gdna,Healthy,7.31,48.76,93.58,97.48,55.07,5.82,48.37,94.73,98.18,55.53,79.51,108,94.06,93.37,0.95,0.793
HPLXTCR13760,gdna,Healthy,4.27,28.45,93.36,97.45,55.67,3.48,28.24,94.72,98.19,56.02,81.53,99,93.35,94.52,0.95,0.809
HPLXTCR13761,gdna,Healthy,4.8,32.0,92.87,97.16,55.21,3.94,31.8,94.65,98.18,55.62,82.06,167,94.67,95.01,0.92,0.827
HPLXTCR13762,gdna,Healthy,4.82,32.16,93.23,97.39,55.2,4.01,31.91,94.6,98.13,55.63,83.05,144,94.97,94.86,0.96,0.827
HPLXTCR13763,gdna,Healthy,5.2,34.66,92.68,97.12,55.56,4.25,34.4,94.14,97.92,56.05,81.79,130,94.67,95.05,0.96,0.827
HPLXTCR13764,gdna,Healthy,6.59,43.94,93.5,97.5,56.1,5.3,43.63,95.01,98.31,56.88,80.4,107,94.74,94.89,0.96,0.829
HPLXTCR13765,gdna,Healthy,4.26,28.38,93.35,97.48,55.47,3.48,28.21,94.76,98.24,55.87,81.77,102,94.11,94.86,0.93,0.815
HPLXTCR13793,gdna,Healthy,5.36,35.72,93.44,97.48,55.08,4.43,35.5,95.08,98.39,55.5,82.74,145,94.72,94.85,0.96,0.833
HPLXTCR13794,gdna,Healthy,6.23,41.52,93.89,97.71,56.2,4.86,41.26,95.31,98.44,57.17,78.03,118,95.1,94.7,0.98,0.834
HPLXTCR13795,gdna,Healthy,4.37,29.14,93.64,97.62,55.51,3.57,28.96,94.99,98.34,55.98,81.64,106,94.36,94.97,0.95,0.825
HPLXTCR13796,gdna,Healthy,4.41,29.42,94.64,98.04,55.25,3.65,29.23,95.55,98.55,55.68,82.59,116,94.27,94.77,0.95,0.822
HPLXTCR13823,gdna,Healthy,3.7,24.68,93.67,97.33,55.81,3.05,24.5,95.12,98.36,56.02,82.34,128,93.18,94.14,0.95,0.805
HPLXTCR13824,gdna,Healthy,5,33.34,94.39,97.91,55.57,4.11,33.11,95.4,98.47,55.93,82.26,127,93.72,94.34,0.93,0.811
HPLXTCR13825,gdna,Healthy,4.88,32.55,94.13,97.76,55.51,3.95,32.34,95.66,98.6,55.9,80.85,144,93.99,94.65,0.95,0.82
HPLXTCR13826,gdna,Healthy,4.38,29.19,94.44,97.94,55.9,3.57,29.0,95.46,98.5,56.44,81.57,122,94.04,94.63,0.93,0.821
HPLXTCR13827,gdna,Healthy,4.76,31.73,94.49,97.94,55.63,3.81,31.51,95.62,98.55,56.05,80.0,102,93.75,94.52,0.95,0.819
HPLXTCR13828,gdna,Healthy,4.74,31.58,94.5,97.98,55.56,3.96,31.36,95.39,98.48,55.89,83.61,243,93.48,94.3,0.95,0.807
HPLXTCR13829,gdna,Healthy,4.91,32.71,94.43,97.96,55.36,4.01,32.51,95.43,98.51,55.74,81.64,119,93.91,94.64,0.95,0.82
HPLXTCR13830,gdna,Healthy,4.83,32.18,94.55,97.98,55.87,3.94,31.95,95.53,98.52,56.47,81.68,130,94.38,94.84,0.94,0.822
HPLXTCR13831,gdna,Healthy,4.49,29.92,93.96,97.73,55.71,3.71,29.71,94.92,98.28,55.92,82.57,135,93.42,94.39,0.94,0.81
HPLXTCR13832,gdna,Healthy,4.54,30.26,94.17,97.8,55.56,3.72,30.03,95.23,98.4,55.84,82.05,144,93.64,94.48,0.94,0.815
HPLXTCR13833,gdna,Healthy,5.15,34.31,94.6,98.02,55.71,4.2,34.09,95.56,98.54,56.16,81.6,124,93.92,94.62,0.94,0.817
HPLXTCR13834,gdna,Healthy,4.22,28.13,94.42,97.91,55.68,3.51,27.93,95.31,98.43,55.92,83.13,170,93.18,94.14,0.93,0.805
HPLXTCR13835,gdna,Healthy,5.96,39.73,94.5,97.95,54.99,4.82,39.45,95.51,98.5,55.52,80.93,100,94.57,94.97,0.96,0.834
HPLXTCR13836,gdna,Healthy,4.97,33.1,94.26,97.85,55.99,3.95,32.9,95.54,98.54,56.74,79.61,103,94.49,94.7,0.94,0.826
HPLXTCR13837,gdna,Healthy,4.64,30.93,94.48,97.95,55.85,3.7,30.72,95.47,98.5,56.4,79.84,109,93.84,94.42,0.95,0.817
HPLXTCR13838,gdna,Healthy,4.58,30.56,94.58,98.03,55.46,3.78,30.36,95.63,98.6,55.8,82.38,105,94.0,94.66,0.95,0.818
HPLXTCR13839,gdna,Healthy,6.53,43.51,94.41,97.92,55.38,5.22,43.22,95.48,98.5,55.93,79.97,125,94.6,94.66,0.96,0.825
HPLXTCR13840,gdna,Healthy,4.5,30.02,94.53,97.97,55.73,3.67,29.82,95.54,98.54,56.16,81.43,103,93.69,94.53,0.94,0.817
HPLXTCR13841,gdna,Healthy,5.7,38.03,93.9,97.65,55.36,4.49,37.81,95.79,98.67,55.96,78.68,89,94.62,94.36,0.96,0.824
HPLXTCR13842,gdna,Healthy,3.82,25.45,94.08,97.7,55.35,3.11,25.11,95.31,98.45,55.66,81.37,113,93.83,94.52,0.94,0.816
HPLXTCR13843,gdna,Healthy,4.57,30.48,94.6,98.01,55.31,3.71,30.28,95.6,98.57,55.78,81.11,104,93.78,94.83,0.95,0.818
HPLXTCR13844,gdna,Healthy,4.67,31.11,94.53,97.98,56.1,3.87,30.89,95.42,98.49,56.58,83.0,144,93.84,94.49,0.93,0.817
HPLXTCR04554,gdna,Healthy,5.37,35.79,91.4,96.45,54.31,3.96,35.49,93.39,97.54,55.16,73.8,102,95.38,94.38,0.99,0.829
HPLXTCR13822,gdna,Healthy,4.09,27.27,93.97,97.5,55.77,3.34,27.1,95.48,98.54,56.24,81.71,99,94.0,94.55,0.95,0.819
HPLXTCR13821,gdna,Healthy,3.5,23.36,94.03,97.54,54.98,2.9,23.19,95.36,98.47,55.22,82.82,106,94.01,94.59,0.95,0.813
HPLXTCR13820,gdna,Healthy,3.89,25.93,93.72,97.41,56.02,3.19,25.74,95.13,98.38,56.46,81.97,114,94.0,94.38,0.94,0.816
HPLXTCR13807,gdna,Healthy,3.42,22.77,94.53,97.97,55.83,2.76,22.63,95.59,98.57,56.36,80.89,96,94.0,94.56,0.92,0.809
HPLXTCR13797,gdna,Healthy,3.86,25.72,94.66,98.06,55.64,3.19,25.56,95.68,98.62,56.22,82.75,143,94.78,94.74,0.93,0.829
HPLXTCR13798,gdna,Healthy,4.98,33.22,94.6,98.03,55.05,4.08,32.97,95.48,98.53,55.55,81.91,111,94.47,94.69,0.95,0.821
HPLXTCR13799,gdna,Healthy,3.82,25.47,94.34,97.87,56.34,3.07,25.3,95.56,98.56,57.0,80.4,224,93.89,94.75,0.94,0.813
HPLXTCR13800,gdna,Healthy,5.71,38.05,94.59,98.02,55.75,4.7,37.81,95.56,98.55,56.28,82.28,105,94.09,94.69,0.94,0.82
HPLXTCR13801,gdna,Healthy,4.59,30.57,94.68,98.07,56.03,3.8,30.38,95.56,98.55,56.58,82.81,116,94.12,94.73,0.96,0.82
HPLXTCR13802,gdna,Healthy,3.84,25.6,94.58,98.0,56.05,3.23,25.41,95.43,98.5,56.41,84.12,129,93.87,94.29,0.92,0.81
HPLXTCR13803,gdna,Healthy,3.27,21.82,94.29,97.92,55.49,2.73,21.68,95.11,98.38,55.92,83.47,123,94.37,95.05,0.94,0.828
HPLXTCR13804,gdna,Healthy,4.51,30.05,94.33,97.92,55.36,3.63,29.86,95.5,98.56,56.05,80.5,99,94.68,94.61,0.94,0.819
HPLXTCR13805,gdna,Healthy,4.44,29.63,94.65,98.05,55.73,3.66,29.44,95.55,98.56,56.28,82.32,110,94.21,94.61,0.94,0.822
HPLXTCR13806,gdna,Healthy,3.97,26.46,94.77,98.13,55.62,3.31,26.3,95.74,98.66,56.09,83.34,144,94.37,94.66,0.94,0.822
HPLXTCR13808,gdna,Healthy,4.53,30.17,93.52,97.12,55.59,3.62,29.83,95.36,98.43,56.09,79.98,141,94.6,94.5,0.96,0.827
HPLXTCR13819,gdna,Healthy,5.59,37.25,93.73,97.37,55.15,4.5,36.99,95.22,98.39,55.59,80.55,113,94.15,94.68,0.95,0.827
HPLXTCR13809,gdna,Healthy,3.43,22.88,93.53,97.29,57.0,2.89,22.72,95.24,98.45,57.15,84.13,149,91.98,93.8,0.9,0.786
HPLXTCR13810,gdna,Healthy,4.63,30.86,93.89,97.53,56.05,3.78,30.67,95.06,98.35,56.72,81.63,118,94.68,94.78,0.95,0.827
HPLXTCR13811,gdna,Healthy,4.41,29.41,93.68,97.28,55.57,3.56,29.21,95.34,98.46,56.09,80.69,93,94.67,94.61,0.95,0.788
HPLXTCR13812,gdna,Healthy,3.5,23.35,93.76,97.43,55.71,2.89,23.18,95.04,98.33,56.04,82.45,120,93.52,94.41,0.92,0.809
HPLXTCR13813,gdna,Healthy,3.95,26.3,94.02,97.6,55.75,3.27,26.12,95.28,98.44,56.27,82.89,103,94.25,94.47,0.94,0.822
HPLXTCR13814,gdna,Healthy,3.99,26.61,93.91,97.5,55.84,3.31,26.42,95.2,98.4,56.41,83.03,103,94.48,94.67,0.93,0.823
HPLXTCR13815,gdna,Healthy,4.75,31.65,93.94,97.5,55.27,3.85,31.43,95.3,98.43,55.87,81.0,102,94.8,94.84,0.95,0.832
HPLXTCR13816,gdna,Healthy,5.11,34.04,93.88,97.5,54.34,4.16,33.79,95.15,98.36,54.61,81.56,123,94.87,94.91,0.95,0.822
HPLXTCR13817,gdna,Healthy,4.62,30.8,94.02,97.54,55.25,3.79,30.6,95.31,98.43,55.61,82.07,107,94.24,94.73,0.95,0.826
HPLXTCR13818,gdna,Healthy,4.41,29.42,93.71,97.39,55.3,3.66,29.19,94.95,98.29,55.61,83.01,105,93.82,94.45,0.94,0.816
HPLXTCR05306,gdna,Healthy,7.63,50.89,93.92,97.67,55.4,6.14,50.51,95.06,98.33,55.88,80.44,116,94.02,93.54,0.95,0.798
HPLXTCR05304,gdna,Healthy,5.96,39.74,93.71,97.55,55.01,4.76,39.42,94.83,98.21,55.52,79.92,104,94.4,93.52,0.95,0.803
HPLXTCR05199,gdna,Healthy,6.41,42.72,93.71,97.63,54.75,5.05,42.42,95.04,98.35,55.5,78.82,120,95.82,94.32,0.96,0.828
HPLXTCR05225,gdna,Healthy,6.63,44.17,92.36,96.89,54.83,5.21,43.78,93.81,97.77,55.58,78.57,126,95.69,94.59,0.97,0.83
HPLXTCR05227,gdna,Healthy,5.97,39.78,92.4,96.93,54.73,4.72,39.4,93.67,97.7,55.44,79.11,105,95.48,94.56,0.96,0.825
HPLXTCR05228,gdna,Healthy,5.96,39.74,92.64,97.06,54.85,4.74,39.4,93.96,97.86,55.57,79.49,144,95.65,94.59,0.97,0.829
HPLXTCR05229,gdna,Healthy,6.51,43.39,92.53,97.02,54.73,5.08,43.06,93.99,97.88,55.49,77.99,107,95.6,94.45,0.97,0.824
HPLXTCR05230,gdna,Healthy,8.8,58.65,92.7,97.08,54.85,6.89,58.17,94.07,97.9,55.64,78.28,102,95.59,94.61,0.97,0.829
HPLXTCR05231,gdna,Healthy,6.39,42.63,92.87,97.2,54.81,5.06,42.32,94.25,98.0,55.55,79.15,107,95.69,94.49,0.97,0.831
HPLXTCR05232,gdna,Healthy,5.81,38.72,92.73,97.1,54.66,4.47,38.41,94.23,97.98,55.52,76.89,100,95.77,94.6,0.97,0.826
HPLXTCR05233,gdna,Healthy,5.51,36.73,92.67,97.12,54.85,4.38,36.45,93.84,97.8,55.61,79.41,114,95.58,94.62,0.96,0.824
HPLXTCR05234,gdna,Healthy,6.2,41.35,92.23,96.84,54.77,4.88,41.03,93.99,97.88,55.56,78.7,147,95.75,94.7,0.97,0.835
HPLXTCR05235,gdna,Healthy,5.56,37.04,92.63,97.12,54.8,4.45,36.75,93.78,97.79,55.57,80.01,116,95.68,94.42,0.97,0.826
HPLXTCR05236,gdna,Healthy,6.13,40.88,92.88,97.24,54.76,4.94,40.55,94.0,97.89,55.44,80.58,105,95.55,94.53,0.96,0.828
HPLXTCR05237,gdna,Healthy,6.72,44.8,92.82,97.19,54.55,5.28,44.44,94.03,97.9,55.29,78.64,119,95.62,94.49,0.96,0.828
HPLXTCR05238,gdna,Healthy,5.94,39.61,92.84,97.23,54.92,4.79,39.27,93.97,97.89,55.64,80.65,144,95.63,94.49,0.96,0.83
HPLXTCR05239,gdna,Healthy,6.26,41.75,93.01,97.3,54.67,4.95,41.44,94.23,97.99,55.48,79.02,140,95.82,94.49,0.96,0.822
HPLXTCR05240,gdna,Healthy,5.07,33.78,92.62,97.07,54.82,3.93,33.51,93.95,97.84,55.61,77.64,104,95.71,94.64,0.96,0.828
HPLXTCR05241,gdna,Healthy,7.17,47.82,92.62,97.08,54.73,5.65,47.43,93.86,97.8,55.48,78.78,112,95.58,94.61,0.97,0.829
HPLXTCR05242,gdna,Healthy,6.1,40.66,92.74,97.13,54.64,4.75,40.29,94.08,97.91,55.35,77.82,106,95.56,94.63,0.97,0.826
HPLXTCR05243,gdna,Healthy,5.65,37.67,92.62,97.09,54.86,4.57,37.34,93.67,97.73,55.54,80.89,154,95.68,94.48,0.95,0.826
HPLXTCR05244,gdna,Healthy,6.04,40.26,92.73,97.15,54.85,4.8,39.93,93.94,97.86,55.61,79.41,125,95.69,94.54,0.96,0.83
HPLXTCR05245,gdna,Healthy,5.81,38.74,92.92,97.3,54.81,4.66,38.46,94.03,97.95,55.5,80.21,104,95.81,94.43,0.96,0.829
HPLXTCR05246,gdna,Healthy,5.06,33.73,92.95,97.28,54.89,4.03,33.46,94.06,97.94,55.64,79.64,116,95.63,94.53,0.96,0.823
HPLXTCR05247,gdna,Healthy,5.05,33.68,93.29,97.45,54.91,3.97,33.45,94.5,98.14,55.74,78.48,115,95.73,94.66,0.96,0.831
HPLXTCR05248,gdna,Healthy,5.08,33.9,93.19,97.38,54.72,3.97,33.64,94.4,98.09,55.53,78.05,106,95.64,94.59,0.97,0.826
HPLXTCR05249,gdna,Healthy,3.5,23.36,92.37,96.74,54.81,2.78,23.16,94.0,97.87,55.51,79.4,104,95.51,94.57,0.96,0.829
HPLXTCR05226,gdna,Healthy,5.68,37.84,92.83,97.18,54.95,4.6,37.53,93.97,97.87,55.57,81.06,121,95.62,94.28,0.96,0.822
HPLXTCR05224,gdna,Healthy,9.45,63.03,92.12,96.68,54.25,6.79,62.51,94.27,97.96,55.14,71.84,102,95.71,94.7,0.99,0.828
HPLXTCR05303,gdna,Healthy,6.48,43.21,93.91,97.67,54.98,5.12,42.89,95.1,98.34,55.57,78.99,104,94.21,93.51,0.96,0.805
HPLXTCR05223,gdna,Healthy,8.52,56.82,92.78,97.08,54.46,6.32,56.39,94.53,98.1,55.43,74.13,104,95.64,94.73,0.99,0.831
HPLXTCR05200,gdna,Healthy,6.58,43.86,93.52,97.51,54.62,5.14,43.54,94.83,98.25,55.4,78.08,108,95.71,94.3,0.96,0.826
HPLXTCR05201,gdna,Healthy,6.51,43.41,93.79,97.68,54.87,5.22,43.13,94.76,98.23,55.62,80.18,144,95.77,94.39,0.96,0.831
HPLXTCR05202,gdna,Healthy,7.54,50.23,93.34,97.39,54.44,5.93,49.87,94.91,98.28,55.15,78.65,103,95.71,94.22,0.97,0.827
HPLXTCR05203,gdna,Healthy,6.3,42.01,93.7,97.63,54.74,4.94,41.71,94.8,98.25,55.59,78.39,103,95.57,94.39,0.96,0.827
HPLXTCR05204,gdna,Healthy,8.92,59.47,93.87,97.68,54.49,6.74,59.06,95.15,98.39,55.4,75.51,104,95.77,94.32,0.99,0.83
HPLXTCR05205,gdna,Healthy,7.42,49.5,93.83,97.69,54.84,5.96,49.17,94.8,98.25,55.6,80.27,105,95.76,94.0,0.96,0.826
HPLXTCR05206,gdna,Healthy,6.19,41.25,92.63,97.12,54.89,4.89,40.96,93.8,97.8,55.73,79.11,144,95.62,94.48,0.97,0.829
HPLXTCR05207,gdna,Healthy,6.91,46.06,93.13,97.33,54.21,5.34,45.74,94.51,98.13,55.0,77.26,123,95.6,94.84,0.98,0.83
HPLXTCR05208,gdna,Healthy,6.36,42.38,92.7,97.1,54.67,5.05,42.0,93.91,97.83,55.36,79.38,106,95.64,94.6,0.96,0.829
HPLXTCR05209,gdna,Healthy,7.1,47.36,92.73,97.14,54.75,5.65,47.0,93.89,97.83,55.5,79.57,122,95.62,94.4,0.96,0.831
HPLXTCR05210,gdna,Healthy,7.16,47.74,92.96,97.27,54.71,5.71,47.39,94.1,97.93,55.41,79.71,144,95.68,94.68,0.96,0.834
HPLXTCR05211,gdna,Healthy,6.75,45.01,92.99,97.25,54.87,5.34,44.65,94.1,97.91,55.68,79.04,105,95.59,94.55,0.96,0.822
HPLXTCR05212,gdna,Healthy,5.86,39.1,92.77,97.15,54.59,4.6,38.79,94.05,97.9,55.35,78.36,110,95.56,94.65,0.97,0.831
HPLXTCR05213,gdna,Healthy,6.04,40.26,92.75,97.11,54.63,4.57,39.95,94.24,97.98,55.52,75.69,110,95.66,94.58,0.97,0.833
HPLXTCR05214,gdna,Healthy,6.23,41.53,92.96,97.24,54.76,4.89,41.21,94.17,97.95,55.57,78.57,105,95.67,94.49,0.97,0.83
HPLXTCR05215,gdna,Healthy,7.7,51.35,92.88,97.17,54.65,5.8,50.97,94.6,98.15,55.55,75.31,105,95.82,94.85,0.98,0.834
HPLXTCR05216,gdna,Healthy,5.76,38.42,92.42,96.9,55.4,4.55,37.85,93.73,97.73,56.32,78.93,119,95.47,94.34,0.97,0.823
HPLXTCR05217,gdna,Healthy,5.2,34.66,92.64,97.07,54.49,4.11,34.38,93.95,97.85,55.15,79.12,111,95.76,94.48,0.97,0.826
HPLXTCR05218,gdna,Healthy,5.39,35.92,92.15,96.76,54.85,4.23,35.64,94.08,97.91,55.62,78.45,107,95.52,94.57,0.97,0.825
HPLXTCR05219,gdna,Healthy,6.23,41.54,92.47,96.96,54.5,4.76,41.18,94.06,97.9,55.32,76.4,111,95.63,94.63,0.97,0.833
HPLXTCR05220,gdna,Healthy,5.54,36.91,92.37,96.85,54.7,4.33,36.35,93.92,97.82,55.43,78.27,92,95.72,94.43,0.96,0.833
HPLXTCR05221,gdna,Healthy,5.99,39.96,92.52,96.96,54.6,4.54,39.61,94.12,97.91,55.47,75.7,104,95.53,94.67,0.98,0.83
HPLXTCR05222,gdna,Healthy,5.41,36.05,92.68,97.11,54.86,4.25,35.76,94.05,97.91,55.67,78.64,116,95.68,94.53,0.97,0.831
HPLXTCR05250,gdna,Healthy,3.98,26.56,91.8,96.41,54.78,3.16,26.35,93.88,97.84,55.48,79.19,107,95.55,94.49,0.96,0.828
HPLXTCR05251,gdna,Healthy,4.08,27.23,92.27,96.68,54.39,3.22,27.01,93.91,97.85,55.06,78.94,104,95.6,94.67,0.96,0.833
HPLXTCR05252,gdna,Healthy,4.11,27.43,92.33,96.66,54.91,3.17,27.2,94.08,97.91,55.72,77.13,104,95.49,94.62,0.97,0.829
HPLXTCR05253,gdna,Healthy,4.18,27.89,92.37,96.69,54.92,3.27,27.66,94.03,97.89,55.71,78.08,108,95.67,94.54,0.97,0.826
HPLXTCR05280,gdna,Healthy,3.92,26.1,91.9,96.42,54.84,3.1,25.83,93.68,97.68,55.54,79.06,144,95.55,94.42,0.96,0.829
HPLXTCR05281,gdna,Healthy,3.77,25.13,92.84,97.19,55.24,3.06,24.92,94.12,97.96,55.69,81.21,113,94.44,94.22,0.96,0.814
HPLXTCR05282,gdna,Healthy,4.44,29.61,91.71,96.46,54.26,3.22,29.38,94.71,98.21,55.19,72.44,104,95.61,94.36,0.99,0.828
HPLXTCR05283,gdna,Healthy,3.74,24.93,92.89,97.25,54.86,3.02,24.74,94.19,98.01,55.29,80.69,111,94.44,94.18,0.95,0.811
HPLXTCR05284,gdna,Healthy,3.53,23.54,93.08,97.32,55.28,2.85,23.36,94.32,98.06,55.71,80.85,126,94.15,94.2,0.95,0.81
HPLXTCR05285,gdna,Healthy,5.96,39.7,93.79,97.61,54.84,4.78,39.41,94.98,98.29,55.39,80.29,104,94.61,93.49,0.95,0.81
HPLXTCR05286,gdna,Healthy,5.98,39.89,93.66,97.56,54.69,4.81,39.59,95.02,98.32,55.22,80.33,138,94.78,93.48,0.95,0.81
HPLXTCR05287,gdna,Healthy,6.54,43.57,93.77,97.59,54.84,5.2,43.25,95.06,98.33,55.43,79.61,101,94.68,93.64,0.96,0.813
HPLXTCR05288,gdna,Healthy,10.33,68.86,93.67,97.51,54.66,7.99,68.37,95.15,98.35,55.3,77.37,113,95.26,93.75,0.97,0.819
HPLXTCR05289,gdna,Healthy,6.62,44.14,93.55,97.45,55.23,5.27,43.78,94.91,98.25,55.61,79.65,111,93.85,93.36,0.94,0.793
HPLXTCR05290,gdna,Healthy,7.84,52.28,93.75,97.57,54.98,6.28,51.87,95.02,98.3,55.41,80.01,107,94.4,93.53,0.95,0.808
HPLXTCR05291,gdna,Healthy,6.3,41.97,93.68,97.48,56.15,5.18,41.62,94.95,98.27,56.78,82.26,224,94.2,93.74,0.94,0.808
HPLXTCR05292,gdna,Healthy,5.71,38.09,93.54,97.5,55.15,4.68,37.8,94.68,98.18,55.56,81.83,144,94.26,93.2,0.94,0.804
HPLXTCR05293,gdna,Healthy,5.33,35.52,93.74,97.6,54.65,4.32,35.26,94.96,98.3,55.01,81.06,143,94.26,93.48,0.95,0.801
HPLXTCR05294,gdna,Healthy,5.56,37.09,93.37,97.44,55.51,4.53,36.82,94.52,98.11,56.08,81.5,138,94.34,93.42,0.94,0.807
HPLXTCR05295,gdna,Healthy,5.93,39.5,93.82,97.62,54.86,4.66,39.22,95.27,98.43,55.44,78.64,102,94.75,93.64,0.97,0.816
